sentence,position,lemma,pos
"(On the other hand, Zimbra has ramped up its efforts to “upsell” its clients to more feature-laden Premier and Professional offerings; this may mean that they will be slower to add features to their open source offering.","(93, 98)",laden,J
"A sharp, crisp, flavor-laden “pie” apple is best—we are very partial to the late maturing Baldwins—but Cortlands are also good.","(23, 28)",laden,J
The sun shines weakly as it tries to penetrate the moisture-laden air.,"(60, 65)",laden,J
"There are several limitations of the model: First, the absorption coefficient for the smoke-laden gas is a complex function of its composition and temperature.","(92, 97)",laden,J
"These cells are usually bound together with tight junctions These cells usually have a high metabolism (numerous mitochondria) Prevent exchange between the internal and external environment, examples include: skin linings of upper respiratory system mouth oesaphagus urethra vagina Line parts of the respiratory system - where they propel mucous laden with particulate matter out of the lung and the fallopian tube - where they waft the ovum to the uterus.","(346, 351)",laden,J
"Eliezer took the oath and set out on the 500 mile journey to Haran looking for the right wife for Yitzchak (also called the city of Nahor and the place where his father Terah died), taking ten camels laden with gifts in search of Isaac's (Yitzchak’s) bride.","(200, 205)",laden,J
"He does not take time to investigate but goes straight through to another door, which leads into a vast, dimly lit room full of shelves, each shelf laden with dusty, spun-glass spheres.","(148, 153)",laden,J
"I knew the task I had begun, a task laden with hardship, bu the heart that could do no other thing never shies away from danger.","(36, 41)",laden,J
"If the RTL was not set for NODE1, it will not be set for NODE2; this is a lazy copy.","(74, 78)",lazy,J
""", ""lazy"", 1, true) print(""The word \""lazy\"" was found starting at position "" .. start_position .. "" and ending at position "" .. end_position ..","(4, 8)",lazy,J
COW (copy-on-write) Lazy copy Copying an object can sometimes cause a performance penalty.,"(20, 24)",lazy,J
"One student said Coward’s class was “very poorly structured [with] no quizzes,” and that Coward’s liberal methods gave teaching assistants a “carte blanche to be as lazy as they want.” His students' reviews reiterate the need for “self-motivation” because their grade depended mostly on the final exam.","(165, 169)",lazy,J
"Some speakers with lazy articulators (jaw, lips, tongue) fail to make a distinctive glide between vowel sounds in diphthongs.","(19, 23)",lazy,J
"Example: or = foldr (||) False isPrime n = not $ or $ map (\k -> n `mod` k == 0) [2..n-1] => eager evaluation always takes n steps, lazy won't take more than that.","(132, 136)",lazy,J
"Being lazy, I gently dump the coated morels in a colander set in a larger bowl.","(6, 10)",lazy,J
"Like lazy initialization, do the work just when you need because of efficiency.","(5, 9)",lazy,J
"Some JPA providers allow lazy relationship access after the end of the transaction, or after the EntityManager has been closed, however some do not.","(25, 29)",lazy,J
"If, for example, one's neighbour is jobless and very lazy one tends to correlate these two attributes and to create the prejudice that all jobless people are lazy.","(53, 57)",lazy,J
“What have I learned?” The last step in the KWL procedure is the “Learned” phase.,"(66, 73)",learned,J
"“There have been more learned Judges, but few, if any, have won such universal admiration and respect.”[1] From the early 1870s through the late 1880s, Vanity Fair reported virtually no rowing.","(22, 29)",learned,J
"What does ""The Terminator,"" AKA California's state governor have to say about Learned Helplessness?","(78, 85)",learned,J
"This is especially the case with some more or less learned words, which it would be awkward to spell with j: geologia, geografia, and others with geo-, genealogia and others in -logia; further, gigante, gimnastike, tragedie, genie, general, original, geste; to these I count also rege 'king' on account of regal, regalia, though Ido has rejo.","(51, 58)",learned,J
"For us the learned behaviors are the most important, because our natural faculties and our particular talents are nothing if we do not learn to develop them.","(11, 18)",learned,J
"In his age alchemy had its professors among the most learned men of Europe: nay, men who passed for orthodox Christians were depts in it.","(53, 60)",learned,J
"During the sessions at Florence of the Council of Ferrara-Florence in 1438–1445, during the failed attempts to heal the schism of the Orthodox and Catholic churches, Cosimo de' Medici and his intellectual circle had made acquaintance with the Neoplatonic philosopher George Gemistos Plethon, whose discourses upon Plato and the Alexandrian mystics so fascinated the learned society of Florence that they named him the second Plato.","(366, 373)",learned,J
"It is owing to such abuses that the Melbourne University turns out some men with low attainments and high degrees, that Government situations are filled by incompetent officers, and that unlearned and dis-honest men are admitted into a learned and honourable profession.","(236, 243)",learned,J
"In Acts, chapter 5, the words of one of the most learned Jews of the time, Gamaliel, are more to the point, “put forth [the apostles] a little space... for if this counsel or this work be of men, it will come to naught: but if it be of God, you cannot overthrow it.” Thus, with regard to the significance of Christ's resurrection, to Christians it is the crowning event, evidence of the divine character of His mission and His atonement for the sins of the world.","(49, 56)",learned,J
